tweet,sentiment
"Honestly, This is exactly what I wanted .",positive
"Overall, I watched the latest episode .",neutral
"Today, The team did a terrible job #twitter",negative
"In my opinion, I absolutely hate this product .",negative
"After trying it, I watched the latest episode .",neutral
"Right now, Best purchase I have made in a long time .",positive
"In my opinion, I am reading the news right now today.",neutral
"Right now, The team did an amazing job #review",positive
This is terrible and does not work #twitter,negative
"Honestly, I absolutely love this product .",positive
"For me, Absolutely awful experience in my opinion.",negative
This movie was fantastic .,positive
"Right now, This movie was extremely boring",negative
"Right now, This made my day so much better .",positive
"Honestly, I really disliked this experience after trying it.",negative
"Honestly, This made my day much worse .",negative
"After trying it, The flight is scheduled for Monday .",neutral
"For me, The temperature is around 25 degrees honestly.",neutral
"In my opinion, Absolutely fantastic experience .",positive
"For me, Worst purchase I have made .",negative
"Honestly, This made my day much worse .",negative
"Today, I am reading the news right now .",neutral
"Just saying, The event starts at 6 PM",neutral
"Right now, This update is terrible in my opinion.",negative
"For me, I am satisfied with the results after trying it.",positive
What a wonderful experience today .,positive
"Just saying, This movie was fantastic .",positive
"After trying it, I am very disappointed with the results today.",negative
"Just saying, I received the package this morning #twitter",neutral
"Overall, This update is terrible .",negative
"In my opinion, Worst purchase I have made #review",negative
"Today, What a horrible experience today after trying it.",negative
"Honestly, The store opens at 9 AM .",neutral
"Right now, I highly recommend this #twitter",positive
"After trying it, Absolutely awful experience .",negative
"Today, Absolutely fantastic experience .",positive
"Today, I watched the latest episode .",neutral
"Honestly, I am disappointed with the quality #twitter",negative
"Just saying, The report was published today .",neutral
"Honestly, I am unhappy with the results .",negative
"Right now, The temperature is around 25 degrees .",neutral
"Right now, I am impressed with the quality #twitter",positive
"Just saying, I watched the latest episode .",neutral
"In my opinion, The team did an amazing job #review",positive
"For me, What a horrible experience today .",negative
"Overall, The new features are useless .",negative
"In my opinion, This is amazing and works perfectly .",positive
"Overall, I am reading the news right now right now.",neutral
"Personally, The team did a terrible job .",negative
"In my opinion, I received the package this morning .",neutral
"For me, I am impressed with the quality .",positive
"Personally, The new features are useless #twitter",negative
"Right now, I am unhappy with the results #twitter",negative
"For me, The company released a new announcement .",neutral
"Today, The company released a new announcement #twitter",neutral
"Personally, The store opens at 9 AM #review",neutral
"In my opinion, Absolutely awful experience .",negative
"Just saying, Worst purchase I have made .",negative
"Honestly, The store opens at 9 AM .",neutral
"Overall, I am satisfied with the results .",positive
"For me, I absolutely hate this product right now.",negative
"Personally, I am satisfied with the results today.",positive
I am unhappy with the results .,negative
"Personally, The report was published today .",neutral
"Personally, Absolutely awful experience today.",negative
"Overall, This is terrible and does not work .",negative
"Overall, I am checking the latest information .",neutral
"After trying it, The store opens at 9 AM right now.",neutral
"Right now, I highly recommend this .",positive
"Just saying, Absolutely awful experience .",negative
"Today, The results will be announced later right now.",neutral
"Right now, The class begins at 10 AM today.",neutral
"Overall, Best purchase I have made in a long time after trying it.",positive
"In my opinion, I am checking the latest information honestly.",neutral
"Just saying, Absolutely awful experience today.",negative
"Right now, The team will meet next week .",neutral
"Right now, The website is currently available .",neutral
"Just saying, This is terrible and does not work in my opinion.",negative
"Personally, I highly recommend this after trying it.",positive
"After trying it, I watched the latest episode .",neutral
"Today, Such a horrible day honestly.",negative
The flight is scheduled for Monday .,neutral
"Overall, This is amazing and works perfectly .",positive
"For me, Absolutely awful experience honestly.",negative
"Overall, Absolutely fantastic experience .",positive
"Personally, The package contains two items .",neutral
I watched the latest episode .,neutral
"Overall, I absolutely hate this product .",negative
"Just saying, This update is terrible #twitter",negative
"Honestly, I really disliked this experience today.",negative
"Right now, The service was excellent right now.",positive
"Right now, I am disappointed with the quality .",negative
"For me, The results will be announced later .",neutral
"Just saying, The class begins at 10 AM #review",neutral
"After trying it, The temperature is around 25 degrees #twitter",neutral
The weather is cloudy today right now.,neutral
"Overall, This update is terrible .",negative
"Today, I am satisfied with the results #twitter",positive
"Personally, What a horrible experience today .",negative
"Today, The website is currently available after trying it.",neutral
"Just saying, The class begins at 10 AM #twitter",neutral
"After trying it, The website is currently available .",neutral
"Today, I received the package this morning .",neutral
"After trying it, The event starts at 6 PM .",neutral
"Overall, Worst purchase I have made",negative
"After trying it, I absolutely hate this product after trying it.",negative
"For me, I am reading the news right now .",neutral
"Right now, The website is currently available #twitter",neutral
"Just saying, The team did a terrible job .",negative
"In my opinion, The team did an amazing job .",positive
"Just saying, The new features are useless #review",negative
"Just saying, The store opens at 9 AM after trying it.",neutral
"Today, I am very disappointed with the results in my opinion.",negative
"For me, I am checking the latest information #review",neutral
"Just saying, The team did an amazing job .",positive
"Personally, The train arrived at the station honestly.",neutral
"In my opinion, The report was published today .",neutral
"After trying it, The event starts at 6 PM after trying it.",neutral
"Overall, Best purchase I have made in a long time honestly.",positive
"Honestly, The service was awful right now.",negative
"Just saying, Everything went completely wrong .",negative
"Just saying, The company released a new announcement",neutral
"Personally, This is amazing and works perfectly .",positive
"For me, The application has been updated honestly.",neutral
"Right now, The flight is scheduled for Monday #review",neutral
"Overall, The results will be announced later in my opinion.",neutral
"Overall, The service was excellent .",positive
"For me, Such a beautiful day .",positive
"In my opinion, The service was excellent right now.",positive
"Overall, What a horrible experience today today.",negative
"Right now, Worst purchase I have made right now.",negative
"Right now, Such a beautiful day in my opinion.",positive
"Personally, The product is available in three colors .",neutral
"Today, This made my day much worse right now.",negative
The team did an amazing job #review,positive
"Today, The event starts at 6 PM #review",neutral
"Honestly, I watched the latest episode #twitter",neutral
"In my opinion, This movie was fantastic",positive
"Personally, The event starts at 6 PM .",neutral
"Just saying, Feeling frustrated and disappointed today today.",negative
"Honestly, This made my day much worse after trying it.",negative
The service was awful #review,negative
"Personally, Absolutely awful experience #review",negative
"For me, I am disappointed with the quality .",negative
"In my opinion, Best purchase I have made in a long time .",positive
"Today, Everything worked perfectly .",positive
"After trying it, The temperature is around 25 degrees .",neutral
"Overall, I am very disappointed with the results in my opinion.",negative
"Personally, I am checking the latest information #twitter",neutral
"Personally, I am reading the news right now .",neutral
"In my opinion, I absolutely hate this product .",negative
"For me, The team did an amazing job .",positive
The flight is scheduled for Monday today.,neutral
"Today, The train arrived at the station",neutral
"Just saying, I really disliked this experience right now.",negative
I would not recommend this .,negative
"Just saying, The team will meet next week .",neutral
"In my opinion, I am impressed with the quality #review",positive
"Just saying, I am impressed with the quality .",positive
"Overall, The application has been updated #twitter",neutral
"Honestly, The service was awful .",negative
I absolutely love this product .,positive
"Just saying, Feeling great and positive today after trying it.",positive
"Personally, Feeling great and positive today in my opinion.",positive
"Overall, The service was excellent .",positive
"Personally, Absolutely awful experience #twitter",negative
"Honestly, This is amazing and works perfectly today.",positive
"Just saying, Absolutely awful experience right now.",negative
"After trying it, Worst purchase I have made #review",negative
"Right now, The team did an amazing job honestly.",positive
"Just saying, What a horrible experience today .",negative
"After trying it, This is terrible and does not work .",negative
"Just saying, I am checking the latest information .",neutral
"Right now, What a wonderful experience today .",positive
"Just saying, The results will be announced later .",neutral
"For me, This is exactly what I wanted",positive
"Overall, Feeling great and positive today right now.",positive
"Today, What a wonderful experience today after trying it.",positive
"Overall, I really disliked this experience right now.",negative
"After trying it, I am very happy with the results .",positive
"In my opinion, The website is currently available .",neutral
The class begins at 10 AM .,neutral
"Today, The temperature is around 25 degrees .",neutral
"In my opinion, Everything went completely wrong right now.",negative
"Overall, This movie was extremely boring #review",negative
"Honestly, What a horrible experience today #twitter",negative
"Right now, The team did an amazing job #review",positive
"Today, This made my day much worse #twitter",negative
Absolutely awful experience .,negative
"Overall, The company released a new announcement",neutral
I am reading the news right now honestly.,neutral
"After trying it, The class begins at 10 AM #review",neutral
I absolutely hate this product today.,negative
"Honestly, I really enjoyed this experience today.",positive
"Just saying, I am very happy with the results in my opinion.",positive
"Today, The meeting is scheduled for tomorrow #twitter",neutral
"In my opinion, I watched the latest episode .",neutral
"Right now, I am satisfied with the results .",positive
"For me, I watched the latest episode #twitter",neutral
"Personally, This is terrible and does not work .",negative
The team did a terrible job today.,negative
"After trying it, I absolutely love this product right now.",positive
"After trying it, The results will be announced later honestly.",neutral
"Right now, This update is awesome in my opinion.",positive
"In my opinion, The website is currently available #review",neutral
"Just saying, The results will be announced later in my opinion.",neutral
"After trying it, What a horrible experience today today.",negative
"For me, This is not what I wanted #review",negative
"Honestly, This is terrible and does not work .",negative
"Just saying, What a horrible experience today honestly.",negative
"In my opinion, The product is available in three colors .",neutral
"Honestly, This is not what I wanted right now.",negative
"After trying it, The package contains two items honestly.",neutral
"Overall, I am very happy with the results .",positive
"Right now, The product is available in three colors in my opinion.",neutral
"Right now, Absolutely fantastic experience",positive
"For me, I am unhappy with the results .",negative
"In my opinion, I would not recommend this #review",negative
"Personally, The service was awful #review",negative
"Honestly, The team did a terrible job #twitter",negative
"Just saying, This update is terrible .",negative
"Just saying, The product is available in three colors",neutral
"Just saying, I am very happy with the results today.",positive
"Right now, The new features are brilliant #review",positive
"For me, I am satisfied with the results after trying it.",positive
"Right now, I am impressed with the quality #twitter",positive
"For me, This update is awesome .",positive
"Right now, The results will be announced later after trying it.",neutral
"Overall, This made my day much worse in my opinion.",negative
"Right now, The company released a new announcement in my opinion.",neutral
"Overall, This is amazing and works perfectly .",positive
"Overall, The event starts at 6 PM .",neutral
"Overall, Worst purchase I have made honestly.",negative
"After trying it, Such a horrible day .",negative
"For me, I absolutely love this product after trying it.",positive
"Right now, I am reading the news right now .",neutral
This is not what I wanted .,negative
"Personally, What a wonderful experience today .",positive
"Today, This is not what I wanted right now.",negative
This movie was extremely boring today.,negative
"Honestly, I am disappointed with the quality in my opinion.",negative
"After trying it, I am very disappointed with the results after trying it.",negative
"After trying it, This is exactly what I wanted .",positive
"Honestly, This made my day so much better .",positive
"For me, The store opens at 9 AM after trying it.",neutral
"In my opinion, I watched the latest episode .",neutral
"Right now, The team will meet next week #review",neutral
"For me, I would not recommend this .",negative
"Overall, I highly recommend this .",positive
"In my opinion, This is amazing and works perfectly .",positive
"Overall, This update is awesome right now.",positive
"Overall, I absolutely hate this product honestly.",negative
The store opens at 9 AM right now.,neutral
"In my opinion, I am very happy with the results #twitter",positive
"Honestly, I highly recommend this .",positive
"Just saying, The website is currently available #twitter",neutral
"After trying it, The website is currently available .",neutral
"Today, The new features are useless right now.",negative
"For me, The store opens at 9 AM .",neutral
"Honestly, The new features are brilliant .",positive
"In my opinion, Best purchase I have made in a long time .",positive
"After trying it, The flight is scheduled for Monday .",neutral
"After trying it, The report was published today .",neutral
"Right now, The service was awful honestly.",negative
The company released a new announcement .,neutral
"Today, This update is terrible .",negative
"Honestly, The package contains two items #review",neutral
"In my opinion, The store opens at 9 AM today.",neutral
"Right now, The meeting is scheduled for tomorrow",neutral
"Right now, This made my day so much better",positive
"After trying it, The meeting is scheduled for tomorrow #review",neutral
"Right now, I received the package this morning .",neutral
"In my opinion, The temperature is around 25 degrees honestly.",neutral
"For me, This movie was extremely boring #review",negative
"Overall, I am very disappointed with the results .",negative
"Overall, Absolutely fantastic experience #review",positive
I really disliked this experience .,negative
"Right now, The team did a terrible job .",negative
"Right now, Feeling great and positive today after trying it.",positive
"In my opinion, This is exactly what I wanted .",positive
"After trying it, This update is awesome .",positive
"Today, The service was excellent today.",positive
"Right now, This is exactly what I wanted .",positive
"Honestly, I really enjoyed this experience in my opinion.",positive
"For me, I am impressed with the quality .",positive
"Personally, The team did an amazing job",positive
"For me, I really disliked this experience",negative
"In my opinion, This made my day much worse .",negative
"In my opinion, This movie was extremely boring .",negative
"Today, The temperature is around 25 degrees .",neutral
"Honestly, I watched the latest episode in my opinion.",neutral
"For me, This made my day much worse after trying it.",negative
I watched the latest episode today.,neutral
I am very disappointed with the results honestly.,negative
"Honestly, The company released a new announcement .",neutral
"Right now, The weather is cloudy today .",neutral
I am unhappy with the results .,negative
